Sample in Buffer,Sample in Window,TRIGGER,trig[1:0],rxdatak[3:0],rxdata[31:0],DETECT/Q[1:0]
8303,8303,0,3,3,0000f7f7,3
8304,8304,0,2,0,000002ff,2
8305,8305,0,0,0,00004a00,0
8306,8306,0,0,0,00004a4a,0
8307,8307,0,0,0,00004a4a,0
8308,8308,0,0,0,00004a4a,0
8309,8309,0,0,0,00004a4a,0
8310,8310,0,0,0,0000ac4a,0
8311,8311,0,0,3,0000f7f7,0
8312,8312,0,1,0,000002ff,1
8313,8313,0,3,0,00004a00,3
8314,8314,0,3,0,00004a4a,3
8315,8315,0,3,0,00004a4a,3
8316,8316,0,3,0,00004a4a,3
8317,8317,0,3,0,00004a4a,3
8318,8318,0,3,2,0000bc4a,3
8319,8319,0,3,3,0000f7f7,3
8320,8320,0,2,0,000002ff,2
8321,8321,0,0,0,00004a00,0
8322,8322,0,0,0,00004a4a,0
8323,8323,0,0,0,00004a4a,0
8324,8324,0,0,0,00004a4a,0
8325,8325,0,0,0,00004a4a,0
8326,8326,0,0,2,0000bc4a,0
8327,8327,0,0,3,0000f7f7,0
8328,8328,0,1,0,000002ff,1
8329,8329,0,3,0,00004a00,3
8330,8330,0,3,0,00004a4a,3
8331,8331,0,3,0,00004a4a,3
8332,8332,0,3,0,00004a4a,3
8333,8333,0,3,0,00004a4a,3
8334,8334,0,3,2,0000bc4a,3
8335,8335,0,3,3,0000f7f7,3
8336,8336,0,3,0,000002ff,3
8337,8337,0,3,0,00004a00,3
8338,8338,0,3,0,00004a4a,3
8339,8339,0,3,0,00004a4a,3
8340,8340,0,3,0,00004a4a,3
8341,8341,0,3,0,00004a4a,3
8342,8342,0,3,0,0000ac4a,3
8343,8343,0,3,3,0000f7f7,3
8344,8344,0,3,0,000002ff,3
8345,8345,0,3,0,00004a00,3
8346,8346,0,3,0,00004a4a,3
8347,8347,0,3,0,00004a4a,3
8348,8348,0,3,0,00004a4a,3
8349,8349,0,3,0,00004a4a,3
8350,8350,0,3,2,0000bc4a,3
8351,8351,0,3,3,0000f7f7,3
8352,8352,0,2,0,000002ff,2
8353,8353,0,0,0,00004a00,0
8354,8354,0,0,0,00004a4a,0
8355,8355,0,0,0,00004a4a,0
8356,8356,0,0,0,00004a4a,0
8357,8357,0,0,0,00004a4a,0
8358,8358,0,0,2,0000bc4a,0
8359,8359,0,0,3,0000f7f7,0
8360,8360,0,1,0,000002ff,1
8361,8361,0,3,0,00004a00,3
8362,8362,0,3,0,00004a4a,3
8363,8363,0,3,0,00004a4a,3
8364,8364,0,3,0,00004a4a,3
8365,8365,0,3,0,00004a4a,3
8366,8366,0,3,2,0000bc4a,3
8367,8367,0,3,3,0000f7f7,3
8368,8368,0,3,0,000002ff,3
8369,8369,0,3,0,00004a00,3
8370,8370,0,3,0,00004a4a,3
8371,8371,0,3,0,00004a4a,3
8372,8372,0,3,0,00004a4a,3
8373,8373,0,3,0,00004a4a,3
8374,8374,0,3,2,0000bc4a,3
8375,8375,0,3,3,0000f7f7,3
8376,8376,0,3,0,000002ff,3
8377,8377,0,3,0,00004a00,3
8378,8378,0,3,0,00004a4a,3
8379,8379,0,3,0,00004a4a,3
8380,8380,0,3,0,00004a4a,3
8381,8381,0,3,0,00004a4a,3
8382,8382,0,3,2,0000bc4a,3
8383,8383,0,3,3,0000f7f7,3
8384,8384,0,3,0,000002ff,3
8385,8385,0,3,0,00004a00,3
8386,8386,0,3,0,00004a4a,3
8387,8387,0,3,0,00004a4a,3
8388,8388,0,3,0,00004a4a,3
8389,8389,0,3,0,00004a4a,3
8390,8390,0,3,2,0000bc4a,3
8391,8391,0,3,3,0000f7f7,3
8392,8392,0,3,0,000002ff,3
8393,8393,0,3,0,00004a00,3
8394,8394,0,3,0,00004a4a,3
8395,8395,0,3,0,00004a4a,3
8396,8396,0,3,0,00004a4a,3
8397,8397,0,3,0,00004a4a,3
8398,8398,0,3,2,0000bc4a,3
8399,8399,0,3,3,0000f7f7,3
8400,8400,0,3,0,000002ff,3
8401,8401,0,3,0,00004a00,3
8402,8402,0,3,0,00004a4a,3
8403,8403,0,3,0,00004a4a,3
8404,8404,0,3,0,00004a4a,3
8405,8405,0,3,0,00004a4a,3
8406,8406,0,3,2,0000bc4a,3
8407,8407,0,3,3,0000f7f7,3
8408,8408,0,3,0,000002ff,3
8409,8409,0,3,0,00004a00,3
8410,8410,0,3,0,00004a4a,3
8411,8411,0,3,0,00004a4a,3
8412,8412,0,3,0,00004a4a,3
8413,8413,0,3,0,00004a4a,3
8414,8414,0,3,2,0000bc4a,3
8415,8415,0,3,3,0000f7f7,3
8416,8416,0,3,0,000002ff,3
8417,8417,0,3,0,00004a00,3
8418,8418,0,3,0,00004a4a,3
8419,8419,0,3,0,00004a4a,3
8420,8420,0,3,0,00004a4a,3
8421,8421,0,3,0,00004a4a,3
8422,8422,0,3,2,0000bc4a,3
8423,8423,0,3,3,0000f7f7,3
8424,8424,0,3,0,000002ff,3
8425,8425,0,3,0,00004a00,3
8426,8426,0,3,0,00004a4a,3
8427,8427,0,3,0,00004a4a,3
8428,8428,0,3,0,00004a4a,3
8429,8429,0,3,0,00004a4a,3
8430,8430,0,3,2,0000bc4a,3
8431,8431,0,3,3,0000f7f7,3
8432,8432,0,3,0,000002ff,3
8433,8433,0,3,0,00004a00,3
8434,8434,0,3,0,00004a4a,3
8435,8435,0,3,0,00004a4a,3
8436,8436,0,3,0,00004a4a,3
8437,8437,0,3,0,00004a4a,3
8438,8438,0,3,2,0000bc4a,3
8439,8439,0,3,3,0000f7f7,3
8440,8440,0,3,0,000002ff,3
8441,8441,0,3,0,00004a00,3
8442,8442,0,3,0,00004a4a,3
8443,8443,0,3,0,00004a4a,3
8444,8444,0,3,0,00004a4a,3
8445,8445,0,3,0,00004a4a,3
8446,8446,0,3,2,0000bc4a,3
8447,8447,0,3,3,0000f7f7,3
8448,8448,0,3,0,000002ff,3
8449,8449,0,3,0,00004a00,3
8450,8450,0,3,0,00004a4a,3
8451,8451,0,3,0,00004a4a,3
8452,8452,0,3,0,00004a4a,3
8453,8453,0,3,0,00004a4a,3
8454,8454,0,3,2,0000bc4a,3
8455,8455,0,3,3,0000f7f7,3
8456,8456,0,3,0,000002ff,3
8457,8457,0,3,0,00004a00,3
8458,8458,0,3,0,00004a4a,3
8459,8459,0,3,0,00004a4a,3
8460,8460,0,3,0,00004a4a,3
8461,8461,0,3,0,00004a4a,3
8462,8462,0,3,2,0000bc4a,3
8463,8463,0,3,3,0000f7f7,3
8464,8464,0,3,0,000002ff,3
8465,8465,0,3,0,00004a00,3
8466,8466,0,3,0,00004a4a,3
8467,8467,0,3,0,00004a4a,3
8468,8468,0,3,0,00004a4a,3
8469,8469,0,3,0,00004a4a,3
8470,8470,0,3,2,0000bc4a,3
8471,8471,0,3,3,0000f7f7,3
8472,8472,0,3,0,000002ff,3
8473,8473,0,3,0,00004a00,3
8474,8474,0,3,0,00004a4a,3
8475,8475,0,3,0,00004a4a,3
8476,8476,0,3,0,00004a4a,3
8477,8477,0,3,0,00004a4a,3
8478,8478,0,3,2,0000bc4a,3
8479,8479,0,3,3,0000f7f7,3
8480,8480,0,3,0,000002ff,3
8481,8481,0,3,0,00004a00,3
8482,8482,0,3,0,00004a4a,3
8483,8483,0,3,0,00004a4a,3
8484,8484,0,3,0,00004a4a,3
8485,8485,0,3,0,00004a4a,3
8486,8486,0,3,2,0000bc4a,3
8487,8487,0,3,3,0000f7f7,3
8488,8488,0,3,0,000002ff,3
8489,8489,0,3,0,00004a00,3
8490,8490,0,3,0,00004a4a,3
8491,8491,0,3,0,00004a4a,3
8492,8492,0,3,0,00004a4a,3
8493,8493,0,3,0,00004a4a,3
8494,8494,0,3,2,0000bc4a,3
8495,8495,0,3,3,0000f7f7,3
8496,8496,0,3,0,000002ff,3
8497,8497,0,3,0,00004a00,3
8498,8498,0,3,0,00004a4a,3
8499,8499,0,3,0,00004a4a,3
8500,8500,0,3,0,00004a4a,3
8501,8501,0,3,0,00004a4a,3
8502,8502,0,3,2,0000bc4a,3
8503,8503,0,3,3,0000f7f7,3
8504,8504,0,3,0,000002ff,3
8505,8505,0,3,0,00004a00,3
8506,8506,0,3,0,00004a4a,3
8507,8507,0,3,0,00004a4a,3
8508,8508,0,3,0,00004a4a,3
8509,8509,0,3,0,00004a4a,3
8510,8510,0,3,2,0000bc4a,3
8511,8511,0,3,3,0000f7f7,3
8512,8512,0,3,0,000002ff,3
8513,8513,0,3,0,00004a00,3
8514,8514,0,3,0,00004a4a,3
8515,8515,0,3,0,00004a4a,3
8516,8516,0,3,0,00004a4a,3
8517,8517,0,3,0,00004a4a,3
8518,8518,0,3,2,0000bc4a,3
8519,8519,0,3,3,0000f7f7,3
8520,8520,0,3,0,000002ff,3
8521,8521,0,3,0,00004a00,3
8522,8522,0,3,0,00004a4a,3
8523,8523,0,3,0,00004a4a,3
8524,8524,0,3,0,00004a4a,3
8525,8525,0,3,0,00004a4a,3
8526,8526,0,3,2,0000bc4a,3
8527,8527,0,3,3,0000f7f7,3
8528,8528,0,3,0,000002ff,3
8529,8529,0,3,0,00004a00,3
8530,8530,0,3,0,00004a4a,3
8531,8531,0,3,0,00004a4a,3
8532,8532,0,3,0,00004a4a,3
8533,8533,0,3,0,00004a4a,3
8534,8534,0,3,2,0000bc4a,3
8535,8535,0,3,3,0000f7f7,3
8536,8536,0,3,0,000002ff,3
8537,8537,0,3,0,00004a00,3
8538,8538,0,3,0,00004a4a,3
8539,8539,0,3,0,00004a4a,3
8540,8540,0,3,0,00004a4a,3
8541,8541,0,3,0,00004a4a,3
8542,8542,0,3,2,0000bc4a,3
8543,8543,0,3,3,0000f7f7,3
8544,8544,0,3,0,000002ff,3
8545,8545,0,3,0,00004a00,3
8546,8546,0,3,0,00004a4a,3
8547,8547,0,3,0,00004a4a,3
8548,8548,0,3,0,00004a4a,3
8549,8549,0,3,0,00004a4a,3
8550,8550,0,3,2,0000bc4a,3
8551,8551,0,3,3,0000f7f7,3
8552,8552,0,3,0,000002ff,3
8553,8553,0,3,0,00004a00,3
8554,8554,0,3,0,00004a4a,3
8555,8555,0,3,0,00004a4a,3
8556,8556,0,3,0,00004a4a,3
8557,8557,0,3,0,00004a4a,3
8558,8558,0,3,2,0000bc4a,3
8559,8559,0,3,3,0000f7f7,3
8560,8560,0,3,0,000002ff,3
8561,8561,0,3,0,00004a00,3
8562,8562,0,3,0,00004a4a,3
8563,8563,0,3,0,00004a4a,3
8564,8564,0,3,0,00004a4a,3
8565,8565,0,3,0,00004a4a,3
8566,8566,0,3,2,0000bc4a,3
8567,8567,0,3,3,0000f7f7,3
8568,8568,0,3,0,000002ff,3
8569,8569,0,3,0,00004a00,3
8570,8570,0,3,0,00004a4a,3
8571,8571,0,3,0,00004a4a,3
8572,8572,0,3,0,00004a4a,3
8573,8573,0,3,0,00004a4a,3
8574,8574,0,3,2,0000bc4a,3
8575,8575,0,3,3,0000f7f7,3
8576,8576,0,3,0,000002ff,3
8577,8577,0,3,0,00004a00,3
8578,8578,0,3,0,00004a4a,3
8579,8579,0,3,0,00004a4a,3
8580,8580,0,3,0,00004a4a,3
8581,8581,0,3,0,00004a4a,3
8582,8582,0,3,2,0000bc4a,3
8583,8583,0,3,3,0000f7f7,3
8584,8584,0,3,0,000002ff,3
8585,8585,0,3,0,00004a00,3
8586,8586,0,3,0,00004a4a,3
8587,8587,0,3,0,00004a4a,3
8588,8588,0,3,0,00004a4a,3
8589,8589,0,3,0,00004a4a,3
8590,8590,0,3,2,0000bc4a,3
8591,8591,0,3,3,0000f7f7,3
8592,8592,0,3,0,000002ff,3
8593,8593,0,3,0,00004a00,3
8594,8594,0,3,0,00004a4a,3
8595,8595,0,3,0,00004a4a,3
8596,8596,0,3,0,00004a4a,3
8597,8597,0,3,0,00004a4a,3
8598,8598,0,3,2,0000bc4a,3
8599,8599,0,3,3,0000f7f7,3
8600,8600,0,3,0,000002ff,3
8601,8601,0,3,0,00004a00,3
8602,8602,0,3,0,00004a4a,3
8603,8603,0,3,0,00004a4a,3
8604,8604,0,3,0,00004a4a,3
8605,8605,0,3,0,00004a4a,3
8606,8606,0,3,2,0000bc4a,3
8607,8607,0,3,3,0000f7f7,3
8608,8608,0,3,0,000002ff,3
8609,8609,0,3,0,00004a00,3
8610,8610,0,3,0,00004a4a,3
8611,8611,0,3,0,00004a4a,3
8612,8612,0,3,0,00004a4a,3
8613,8613,0,3,0,00004a4a,3
8614,8614,0,3,2,0000bc4a,3
8615,8615,0,3,3,0000f7f7,3
8616,8616,0,3,0,000002ff,3
8617,8617,0,3,0,00004a00,3
8618,8618,0,3,0,00004a4a,3
8619,8619,0,3,0,00004a4a,3
8620,8620,0,3,0,00004a4a,3
8621,8621,0,3,0,00004a4a,3
8622,8622,0,3,2,0000bc4a,3
8623,8623,0,3,3,0000f7f7,3
8624,8624,0,3,0,000002ff,3
8625,8625,0,3,0,00004a00,3
8626,8626,0,3,0,00004a4a,3
8627,8627,0,3,0,00004a4a,3
8628,8628,0,3,0,00004a4a,3
8629,8629,0,3,0,00004a4a,3
8630,8630,0,3,2,0000bc4a,3
8631,8631,0,3,3,0000f7f7,3
8632,8632,0,3,0,000002ff,3
8633,8633,0,3,0,00004a00,3
8634,8634,0,3,0,00004a4a,3
8635,8635,0,3,0,00004a4a,3
8636,8636,0,3,0,00004a4a,3
8637,8637,0,3,0,00004a4a,3
8638,8638,0,3,2,0000bc4a,3
8639,8639,0,3,3,0000f7f7,3
8640,8640,0,3,0,000002ff,3
8641,8641,0,3,0,00004a00,3
8642,8642,0,3,0,00004a4a,3
8643,8643,0,3,0,00004a4a,3
8644,8644,0,3,0,00004a4a,3
8645,8645,0,3,0,00004a4a,3
8646,8646,0,3,2,0000bc4a,3
8647,8647,0,3,3,0000f7f7,3
8648,8648,0,3,0,000002ff,3
8649,8649,0,3,0,00004a00,3
8650,8650,0,3,0,00004a4a,3
8651,8651,0,3,0,00004a4a,3
8652,8652,0,3,0,00004a4a,3
8653,8653,0,3,0,00004a4a,3
8654,8654,0,3,2,0000bc4a,3
8655,8655,0,3,3,0000f7f7,3
8656,8656,0,3,0,000002ff,3
8657,8657,0,3,0,00004a00,3
8658,8658,0,3,0,00004a4a,3
8659,8659,0,3,0,00004a4a,3
8660,8660,0,3,0,00004a4a,3
8661,8661,0,3,0,00004a4a,3
8662,8662,0,3,2,0000bc4a,3
8663,8663,0,3,3,0000f7f7,3
8664,8664,0,3,0,000002ff,3
8665,8665,0,3,0,00004a00,3
8666,8666,0,3,0,00004a4a,3
8667,8667,0,3,0,00004a4a,3
8668,8668,0,3,0,00004a4a,3
8669,8669,0,3,0,00004a4a,3
8670,8670,0,3,2,0000bc4a,3
8671,8671,0,3,3,0000f7f7,3
8672,8672,0,3,0,000002ff,3
8673,8673,0,3,0,00004a00,3
8674,8674,0,3,0,00004a4a,3
8675,8675,0,3,0,00004a4a,3
8676,8676,0,3,0,00004a4a,3
8677,8677,0,3,0,00004a4a,3
8678,8678,0,3,2,0000bc4a,3
8679,8679,0,3,3,0000f7f7,3
8680,8680,0,3,0,000002ff,3
8681,8681,0,3,0,00004a00,3
8682,8682,0,3,0,00004a4a,3
8683,8683,0,3,0,00004a4a,3
8684,8684,0,3,0,00004a4a,3
8685,8685,0,3,0,00004a4a,3
8686,8686,0,3,2,0000bc4a,3
8687,8687,0,3,3,0000f7f7,3
8688,8688,0,3,0,000002ff,3
8689,8689,0,3,0,00004a00,3
8690,8690,0,3,0,00004a4a,3
8691,8691,0,3,0,00004a4a,3
8692,8692,0,3,0,00004a4a,3
8693,8693,0,3,0,00004a4a,3
8694,8694,0,3,2,0000bc4a,3
8695,8695,0,3,3,0000f7f7,3
8696,8696,0,3,0,000002ff,3
8697,8697,0,3,0,00004a00,3
8698,8698,0,3,0,00004a4a,3
8699,8699,0,3,0,00004a4a,3
8700,8700,0,3,0,00004a4a,3
8701,8701,0,3,0,00004a4a,3
8702,8702,0,3,2,0000bc4a,3
8703,8703,0,3,3,0000f7f7,3
8704,8704,0,3,0,000002ff,3
8705,8705,0,3,0,00004a00,3
8706,8706,0,3,0,00004a4a,3
8707,8707,0,3,0,00004a4a,3
8708,8708,0,3,0,00004a4a,3
8709,8709,0,3,0,00004a4a,3
8710,8710,0,3,2,0000bc4a,3
8711,8711,0,3,3,0000f7f7,3
8712,8712,0,3,0,000002ff,3
8713,8713,0,3,0,00004a00,3
8714,8714,0,3,0,00004a4a,3
8715,8715,0,3,0,00004a4a,3
8716,8716,0,3,0,00004a4a,3
8717,8717,0,3,0,00004a4a,3
8718,8718,0,3,2,0000bc4a,3
8719,8719,0,3,3,0000f7f7,3
8720,8720,0,3,0,000002ff,3
8721,8721,0,3,0,00004a00,3
8722,8722,0,3,0,00004a4a,3
8723,8723,0,3,0,00004a4a,3
8724,8724,0,3,0,00004a4a,3
8725,8725,0,3,0,00004a4a,3
8726,8726,0,3,2,0000bc4a,3
8727,8727,0,3,3,0000f7f7,3
8728,8728,0,3,0,000002ff,3
8729,8729,0,3,0,00004a00,3
8730,8730,0,3,0,00004a4a,3
8731,8731,0,3,0,00004a4a,3
8732,8732,0,3,0,00004a4a,3
8733,8733,0,3,0,00004a4a,3
8734,8734,0,3,2,0000bc4a,3
8735,8735,0,3,3,0000f7f7,3
8736,8736,0,3,0,000002ff,3
8737,8737,0,3,0,00004a00,3
8738,8738,0,3,0,00004a4a,3
8739,8739,0,3,0,00004a4a,3
8740,8740,0,3,0,00004a4a,3
8741,8741,0,3,0,00004a4a,3
8742,8742,0,3,2,0000bc4a,3
8743,8743,0,3,3,0000f7f7,3
8744,8744,0,3,0,000002ff,3
8745,8745,0,3,0,00004a00,3
8746,8746,0,3,0,00004a4a,3
8747,8747,0,3,0,00004a4a,3
8748,8748,0,3,0,00004a4a,3
8749,8749,0,3,0,00004a4a,3
8750,8750,0,3,2,0000bc4a,3
8751,8751,0,3,3,0000f7f7,3
8752,8752,0,3,0,000002ff,3
8753,8753,0,3,0,00004a00,3
8754,8754,0,3,0,00004a4a,3
8755,8755,0,3,0,00004a4a,3
8756,8756,0,3,0,00004a4a,3
8757,8757,0,3,0,00004a4a,3
8758,8758,0,3,2,0000bc4a,3
8759,8759,0,3,3,0000f7f7,3
8760,8760,0,3,0,000002ff,3
8761,8761,0,3,0,00004a00,3
8762,8762,0,3,0,00004a4a,3
8763,8763,0,3,0,00004a4a,3
8764,8764,0,3,0,00004a4a,3
8765,8765,0,3,0,00004a4a,3
8766,8766,0,3,2,0000bc4a,3
8767,8767,0,3,3,0000f7f7,3
8768,8768,0,3,0,000002ff,3
8769,8769,0,3,0,00004a00,3
8770,8770,0,3,0,00004a4a,3
8771,8771,0,3,0,00004a4a,3
8772,8772,0,3,0,00004a4a,3
8773,8773,0,3,0,00004a4a,3
8774,8774,0,3,2,0000bc4a,3
8775,8775,0,3,3,0000f7f7,3
8776,8776,0,3,0,000002ff,3
8777,8777,0,3,0,00004a00,3
8778,8778,0,3,0,00004a4a,3
8779,8779,0,3,0,00004a4a,3
8780,8780,0,3,0,00004a4a,3
8781,8781,0,3,0,00004a4a,3
8782,8782,0,3,2,0000bc4a,3
8783,8783,0,3,3,0000f7f7,3
8784,8784,0,3,0,000002ff,3
8785,8785,0,3,0,00004a00,3
8786,8786,0,3,0,00004a4a,3
8787,8787,0,3,0,00004a4a,3
8788,8788,0,3,0,00004a4a,3
8789,8789,0,3,0,00004a4a,3
8790,8790,0,3,2,0000bc4a,3
8791,8791,0,3,3,0000f7f7,3
8792,8792,0,3,0,000002ff,3
8793,8793,0,3,0,00004a00,3
8794,8794,0,3,0,00004a4a,3
8795,8795,0,3,0,00004a4a,3
8796,8796,0,3,0,00004a4a,3
8797,8797,0,3,0,00004a4a,3
8798,8798,0,3,2,0000bc4a,3
8799,8799,0,3,3,00001c1c,3
8800,8800,0,3,3,0000bc1c,3
8801,8801,0,3,3,0000f7f7,3
8802,8802,0,3,0,000002ff,3
8803,8803,0,3,0,00004a00,3
8804,8804,0,3,0,00004a4a,3
8805,8805,0,3,0,00004a4a,3
8806,8806,0,3,0,00004a4a,3
8807,8807,0,3,0,00004a4a,3
8808,8808,0,2,2,0000bc4a,2
8809,8809,0,0,3,0000f7f7,0
8810,8810,0,1,0,000002ff,1
8811,8811,0,3,0,00004a00,3
8812,8812,0,3,0,00004a4a,3
8813,8813,0,3,0,00004a4a,3
8814,8814,0,3,0,00004a4a,3
8815,8815,0,3,0,00004a4a,3
8816,8816,0,3,2,0000bc4a,3
8817,8817,0,3,3,0000f7f7,3
8818,8818,0,3,0,000002ff,3
8819,8819,0,3,0,00004a00,3
8820,8820,0,3,0,00004a4a,3
8821,8821,0,3,0,00004a4a,3
8822,8822,0,3,0,00004a4a,3
8823,8823,0,3,0,00004a4a,3
8824,8824,0,3,2,0000bc4a,3
8825,8825,0,3,3,0000f7f7,3
8826,8826,0,3,0,000002ff,3
8827,8827,0,3,0,00004a00,3
8828,8828,0,3,0,00004a4a,3
8829,8829,0,3,0,00004a4a,3
8830,8830,0,3,0,00004a4a,3
8831,8831,0,3,0,00004a4a,3
8832,8832,0,3,2,0000bc4a,3
8833,8833,0,3,3,0000f7f7,3
8834,8834,0,3,0,000002ff,3
8835,8835,0,3,0,00004a00,3
8836,8836,0,3,0,00004a4a,3
8837,8837,0,3,0,00004a4a,3
8838,8838,0,3,0,00004a4a,3
8839,8839,0,3,0,00004a4a,3
8840,8840,0,3,2,0000bc4a,3
8841,8841,0,3,3,0000f7f7,3
8842,8842,0,3,0,000002ff,3
8843,8843,0,3,0,00004a00,3
8844,8844,0,3,0,00004a4a,3
8845,8845,0,3,0,00004a4a,3
8846,8846,0,3,0,00004a4a,3
8847,8847,0,3,0,00004a4a,3
8848,8848,0,3,2,0000bc4a,3
8849,8849,0,3,3,0000f7f7,3
8850,8850,0,3,0,000002ff,3
8851,8851,0,3,0,00004a00,3
8852,8852,0,3,0,00004a4a,3
8853,8853,0,3,0,00004a4a,3
8854,8854,0,3,0,00004a4a,3
8855,8855,0,3,0,00004a4a,3
8856,8856,0,3,2,0000bc4a,3
8857,8857,0,3,3,0000f7f7,3
8858,8858,0,3,0,000002ff,3
8859,8859,0,3,0,00004a00,3
8860,8860,0,3,0,00004a4a,3
8861,8861,0,3,0,00004a4a,3
8862,8862,0,3,0,00004a4a,3
8863,8863,0,3,0,00004a4a,3
8864,8864,0,3,2,0000bc4a,3
8865,8865,0,3,3,0000f7f7,3
8866,8866,0,3,0,000002ff,3
8867,8867,0,3,0,00004a00,3
8868,8868,0,3,0,00004a4a,3
8869,8869,0,3,0,00004a4a,3
8870,8870,0,3,0,00004a4a,3
8871,8871,0,3,0,00004a4a,3
8872,8872,0,3,2,0000bc4a,3
8873,8873,0,3,3,0000f7f7,3
8874,8874,0,3,0,000002ff,3
8875,8875,0,3,0,00004a00,3
8876,8876,0,3,0,00004a4a,3
8877,8877,0,3,0,00004a4a,3
8878,8878,0,3,0,00004a4a,3
8879,8879,0,3,0,00004a4a,3
8880,8880,0,3,2,0000bc4a,3
8881,8881,0,3,3,0000f7f7,3
8882,8882,0,3,0,000002ff,3
8883,8883,0,3,0,00004a00,3
8884,8884,0,3,0,00004a4a,3
8885,8885,0,3,0,00004a4a,3
8886,8886,0,3,0,00004a4a,3
8887,8887,0,3,0,00004a4a,3
8888,8888,0,3,2,0000bc4a,3
8889,8889,0,3,3,0000f7f7,3
8890,8890,0,3,0,000002ff,3
8891,8891,0,3,0,00004a00,3
8892,8892,0,3,0,00004a4a,3
8893,8893,0,3,0,00004a4a,3
8894,8894,0,3,0,00004a4a,3
8895,8895,0,3,0,00004a4a,3
8896,8896,0,3,2,0000bc4a,3
8897,8897,0,3,3,0000f7f7,3
8898,8898,0,3,0,000002ff,3
8899,8899,0,3,0,00004a00,3
8900,8900,0,3,0,00004a4a,3
8901,8901,0,3,0,00004a4a,3
8902,8902,0,3,0,00004a4a,3
8903,8903,0,3,0,00004a4a,3
8904,8904,0,3,2,0000bc4a,3
8905,8905,0,3,3,0000f7f7,3
8906,8906,0,3,0,000002ff,3
8907,8907,0,3,0,00004a00,3
8908,8908,0,3,0,00004a4a,3
8909,8909,0,3,0,00004a4a,3
8910,8910,0,3,0,00004a4a,3
8911,8911,0,3,0,00004a4a,3
8912,8912,0,3,2,0000bc4a,3
8913,8913,0,3,3,0000f7f7,3
8914,8914,0,3,0,000002ff,3
8915,8915,0,3,0,00004a00,3
8916,8916,0,3,0,00004a4a,3
8917,8917,0,3,0,00004a4a,3
8918,8918,0,3,0,00004a4a,3
8919,8919,0,3,0,00004a4a,3
8920,8920,0,3,2,0000bc4a,3
8921,8921,0,3,3,0000f7f7,3
8922,8922,0,3,0,000002ff,3
8923,8923,0,3,0,00004a00,3
8924,8924,0,3,0,00004a4a,3
8925,8925,0,3,0,00004a4a,3
8926,8926,0,3,0,00004a4a,3
8927,8927,0,3,0,00004a4a,3
8928,8928,0,3,2,0000bc4a,3
8929,8929,0,3,3,0000f7f7,3
8930,8930,0,3,0,000002ff,3
8931,8931,0,3,0,00004a00,3
8932,8932,0,3,0,00004a4a,3
8933,8933,0,3,0,00004a4a,3
8934,8934,0,3,0,00004a4a,3
8935,8935,0,3,0,00004a4a,3
8936,8936,0,3,2,0000bc4a,3
8937,8937,0,3,3,0000f7f7,3
8938,8938,0,3,0,000002ff,3
8939,8939,0,3,0,00004a00,3
8940,8940,0,3,0,00004a4a,3
8941,8941,0,3,0,00004a4a,3
8942,8942,0,3,0,00004a4a,3
8943,8943,0,3,0,00004a4a,3
8944,8944,0,3,2,0000bc4a,3
8945,8945,0,3,3,0000f7f7,3
8946,8946,0,3,0,000002ff,3
8947,8947,0,3,0,00004a00,3
8948,8948,0,3,0,00004a4a,3
8949,8949,0,3,0,00004a4a,3
8950,8950,0,3,0,00004a4a,3
8951,8951,0,3,0,00004a4a,3
8952,8952,0,3,2,0000bc4a,3
8953,8953,0,3,3,0000f7f7,3
8954,8954,0,3,0,000002ff,3
8955,8955,0,3,0,00004a00,3
8956,8956,0,3,0,00004a4a,3
8957,8957,0,3,0,00004a4a,3
8958,8958,0,3,0,00004a4a,3
8959,8959,0,3,0,00004a4a,3
8960,8960,0,3,2,0000bc4a,3
8961,8961,0,3,3,0000f7f7,3
8962,8962,0,3,0,000002ff,3
8963,8963,0,3,0,00004a00,3
8964,8964,0,3,0,00004a4a,3
8965,8965,0,3,0,00004a4a,3
8966,8966,0,3,0,00004a4a,3
8967,8967,0,3,0,00004a4a,3
8968,8968,0,3,2,0000bc4a,3
8969,8969,0,3,3,0000f7f7,3
8970,8970,0,3,0,000002ff,3
8971,8971,0,3,0,00004a00,3
8972,8972,0,3,0,00004a4a,3
8973,8973,0,3,0,00004a4a,3
8974,8974,0,3,0,00004a4a,3
8975,8975,0,3,0,00004a4a,3
8976,8976,0,3,2,0000bc4a,3
8977,8977,0,3,3,0000f7f7,3
8978,8978,0,3,0,000002ff,3
8979,8979,0,3,0,00004a00,3
8980,8980,0,3,0,00004a4a,3
8981,8981,0,3,0,00004a4a,3
8982,8982,0,3,0,00004a4a,3
8983,8983,0,3,0,00004a4a,3
8984,8984,0,3,2,0000bc4a,3
8985,8985,0,3,3,0000f7f7,3
8986,8986,0,3,0,000002ff,3
8987,8987,0,3,0,00004a00,3
8988,8988,0,3,0,00004a4a,3
8989,8989,0,3,0,00004a4a,3
8990,8990,0,3,0,00004a4a,3
8991,8991,0,3,0,00004a4a,3
8992,8992,0,3,2,0000bc4a,3
8993,8993,0,3,3,0000f7f7,3
8994,8994,0,3,0,000002ff,3
8995,8995,0,3,0,00004a00,3
8996,8996,0,3,0,00004a4a,3
8997,8997,0,3,0,00004a4a,3
8998,8998,0,3,0,00004a4a,3
