Sample in Buffer,Sample in Window,TRIGGER,trig[1:0],rxdatak[3:0],rxdata[31:0],DETECT/Q[1:0]
2423,2423,0,0,3,0000fefe,0
2424,2424,0,0,1,0000a8fe,0
2425,2425,0,0,0,00003fb6,0
2426,2426,0,0,1,00006efe,0
2427,2427,0,0,2,0000fec7,0
2428,2428,0,0,1,000074fe,0
2429,2429,0,0,3,0000fefe,0
2430,2430,0,0,0,00006463,0
2431,2431,0,0,3,0000fefe,0
2432,2432,0,0,1,000068fe,0
2433,2433,0,0,3,0000fefe,0
2434,2434,0,0,1,000091fe,0
2435,2435,0,0,1,000093fe,0
2436,2436,0,0,3,0000fefe,0
2437,2437,0,0,2,0000feb6,0
2438,2438,0,0,2,00009c1f,0
2439,2439,0,0,0,0000936c,0
2440,2440,0,0,3,0000fefe,0
2441,2441,0,0,1,00003bfe,0
2442,2442,0,0,3,0000fefe,0
2443,2443,0,0,2,0000feb0,0
2444,2444,0,0,3,0000fefd,0
2445,2445,0,0,1,0000f0fe,0
2446,2446,0,0,0,000098fa,0
2447,2447,0,0,0,00007f5a,0
2448,2448,0,0,3,0000fe7c,0
2449,2449,0,0,0,00000b1f,0
2450,2450,0,0,2,0000fecf,0
2451,2451,0,0,3,0000fefe,0
2452,2452,0,0,1,000014fe,0
2453,2453,0,0,3,0000fefe,0
2454,2454,0,0,1,000056fe,0
2455,2455,0,0,1,000089fe,0
2456,2456,0,0,2,0000fe9b,0
2457,2457,0,0,1,000084fe,0
2458,2458,0,0,1,0000b0fe,0
2459,2459,0,0,2,0000fe71,0
2460,2460,0,0,2,0000fe66,0
2461,2461,0,0,1,000020fe,0
2462,2462,0,0,1,0000dffe,0
2463,2463,0,0,3,0000fefe,0
2464,2464,0,0,2,0000fe0c,0
2465,2465,0,0,0,0000c36c,0
2466,2466,0,0,2,0000fe58,0
2467,2467,0,0,2,0000fe19,0
2468,2468,0,0,3,0000fefe,0
2469,2469,0,0,0,0000e066,0
2470,2470,0,0,3,0000fefe,0
2471,2471,0,0,1,0000dbfe,0
2472,2472,0,0,0,00009250,0
2473,2473,0,0,1,0000ebfe,0
2474,2474,0,0,3,0000fefe,0
2475,2475,0,0,2,0000fe85,0
2476,2476,0,0,2,0000fed2,0
2477,2477,0,0,3,0000fefe,0
2478,2478,0,0,2,0000fe04,0
2479,2479,0,0,3,0000fefe,0
2480,2480,0,0,3,0000fefe,0
2481,2481,0,0,3,0000fefe,0
2482,2482,0,0,3,0000fe1c,0
2483,2483,0,0,0,000012f7,0
2484,2484,0,0,2,0000fe7b,0
2485,2485,0,0,2,0000fe26,0
2486,2486,0,0,2,0000fe23,0
2487,2487,0,0,2,0000fee1,0
2488,2488,0,0,0,00006d8b,0
2489,2489,0,0,0,000042f8,0
2490,2490,0,0,1,0000a1fe,0
2491,2491,0,0,1,0000f4fe,0
2492,2492,0,0,1,00007dfe,0
2493,2493,0,0,3,0000fefe,0
2494,2494,0,0,1,000025fe,0
2495,2495,0,0,3,0000fefe,0
2496,2496,0,0,0,0000da64,0
2497,2497,0,0,0,0000c77a,0
2498,2498,0,0,3,0000fefe,0
2499,2499,0,0,3,0000fefe,0
2500,2500,0,0,1,000081fe,0
2501,2501,0,0,3,0000fefe,0
2502,2502,0,0,2,0000fe20,0
2503,2503,0,0,0,00002dbb,0
2504,2504,0,0,0,0000413a,0
2505,2505,0,0,1,000006fe,0
2506,2506,0,0,1,0000d0fe,0
2507,2507,0,0,0,00009cbb,0
2508,2508,0,0,1,000073fe,0
2509,2509,0,0,0,00002094,0
2510,2510,0,0,2,0000fe98,0
2511,2511,0,0,1,00004ffe,0
2512,2512,0,0,0,0000f7a2,0
2513,2513,0,0,1,0000befe,0
2514,2514,0,0,1,000096fe,0
2515,2515,0,0,1,00002ffe,0
2516,2516,0,0,0,0000c44f,0
2517,2517,0,0,1,000009fe,0
2518,2518,0,0,1,00009ffe,0
2519,2519,0,0,2,0000feeb,0
2520,2520,0,0,2,0000fe60,0
2521,2521,0,0,2,0000fee0,0
2522,2522,0,0,3,0000fefe,0
2523,2523,0,0,3,0000fefe,0
2524,2524,0,0,0,0000e0db,0
2525,2525,0,0,3,0000fefe,0
2526,2526,0,0,0,00001ac0,0
2527,2527,0,0,0,0000a531,0
2528,2528,0,0,1,0000dbfe,0
2529,2529,0,0,1,0000ecfe,0
2530,2530,0,0,1,000038fe,0
2531,2531,0,0,2,0000fea9,0
2532,2532,0,0,1,000002fe,0
2533,2533,0,0,3,0000fefe,0
2534,2534,0,0,2,0000fefb,0
2535,2535,0,0,0,0000ed5a,0
2536,2536,0,0,0,000038f0,0
2537,2537,0,0,2,0000fe46,0
2538,2538,0,0,1,000013fe,0
2539,2539,0,0,3,0000fefe,0
2540,2540,0,0,0,00002dc1,0
2541,2541,0,0,2,0000fe40,0
2542,2542,0,0,0,000036e1,0
2543,2543,0,0,3,0000fefe,0
2544,2544,0,0,3,0000fefe,0
2545,2545,0,0,1,0000c1fe,0
2546,2546,0,0,2,0000fec4,0
2547,2547,0,0,1,000050fe,0
2548,2548,0,0,3,0000fefe,0
2549,2549,0,0,1,00007ffe,0
2550,2550,0,0,0,00003bea,0
2551,2551,0,0,1,000015fe,0
2552,2552,0,0,3,0000fefe,0
2553,2553,0,0,0,00004948,0
2554,2554,0,0,1,0000d2fe,0
2555,2555,0,0,3,0000fefe,0
2556,2556,0,0,3,0000fefe,0
2557,2557,0,0,0,0000c264,0
2558,2558,0,0,3,0000fefe,0
2559,2559,0,0,1,00009cfe,0
2560,2560,0,0,0,00006018,0
2561,2561,0,0,3,0000fefe,0
2562,2562,0,0,3,0000fefe,0
2563,2563,0,0,0,000097f0,0
2564,2564,0,0,1,0000d1fe,0
2565,2565,0,0,2,0000fe58,0
2566,2566,0,0,3,0000fefe,0
2567,2567,0,0,2,0000fe8c,0
2568,2568,0,0,2,0000fe70,0
2569,2569,0,0,1,000018fe,0
2570,2570,0,0,0,0000f670,0
2571,2571,0,0,1,00001bfe,0
2572,2572,0,0,2,0000fe0d,0
2573,2573,0,0,0,0000b56c,0
2574,2574,0,0,3,0000fe3c,0
2575,2575,0,0,3,0000fefe,0
2576,2576,0,0,3,0000fefe,0
2577,2577,0,0,2,0000fe57,0
2578,2578,0,0,0,0000dbf0,0
2579,2579,0,0,3,0000fefe,0
2580,2580,0,0,3,0000fefe,0
2581,2581,0,0,0,000070e0,0
2582,2582,0,0,1,0000f6fe,0
2583,2583,0,0,1,000019fe,0
2584,2584,0,0,3,0000fefe,0
2585,2585,0,0,0,00002b86,0
2586,2586,0,0,3,0000fefe,0
2587,2587,0,0,3,0000fefe,0
2588,2588,0,0,2,0000fe2d,0
2589,2589,0,0,0,0000dc19,0
2590,2590,0,0,1,0000e2fe,0
2591,2591,0,0,3,0000fefe,0
2592,2592,0,0,1,000028fe,0
2593,2593,0,0,1,0000cffe,0
2594,2594,0,0,0,0000c46e,0
2595,2595,0,0,1,0000b8fe,0
2596,2596,0,0,1,0000cffe,0
2597,2597,0,0,2,0000fe21,0
2598,2598,0,0,1,00008ffe,0
2599,2599,0,0,0,00005987,0
2600,2600,0,0,3,0000fefe,0
2601,2601,0,0,2,0000fee5,0
2602,2602,0,0,1,0000ab7c,0
2603,2603,0,0,2,00009cba,0
2604,2604,0,0,1,000042fe,0
2605,2605,0,0,0,00009140,0
2606,2606,0,0,3,0000fefe,0
2607,2607,0,0,0,0000846b,0
2608,2608,0,0,0,0000630c,0
2609,2609,0,0,2,0000fe9c,0
2610,2610,0,0,0,0000e857,0
2611,2611,0,0,0,0000a860,0
2612,2612,0,0,1,000005fe,0
2613,2613,0,0,0,0000d092,0
2614,2614,0,0,0,0000dac1,0
2615,2615,0,0,2,0000fe0d,0
2616,2616,0,0,3,0000fefe,0
2617,2617,0,0,1,0000affe,0
2618,2618,0,0,1,00001dfe,0
2619,2619,0,0,2,0000fe41,0
2620,2620,0,0,1,000079fe,0
2621,2621,0,0,0,00003cc1,0
2622,2622,0,0,1,0000c3fe,0
2623,2623,0,0,2,0000fe92,0
2624,2624,0,0,3,0000fefe,0
2625,2625,0,0,2,0000febb,0
2626,2626,0,0,3,0000fefe,0
2627,2627,0,0,1,0000e0fe,0
2628,2628,0,0,1,00002cfe,0
2629,2629,0,0,1,0000dbfe,0
2630,2630,0,0,2,0000fedd,0
2631,2631,0,0,3,0000fefe,0
2632,2632,0,0,1,0000ddfe,0
2633,2633,0,0,0,000016a0,0
2634,2634,0,0,3,0000fefe,0
2635,2635,0,0,1,000061fe,0
2636,2636,0,0,0,00004110,0
2637,2637,0,0,3,0000fefe,0
2638,2638,0,0,1,000017fe,0
2639,2639,0,0,2,0000fe6f,0
2640,2640,0,0,3,0000fefe,0
2641,2641,0,0,2,0000fe32,0
2642,2642,0,0,1,0000ccfe,0
2643,2643,0,0,1,00003cfe,0
2644,2644,0,0,3,0000fefe,0
2645,2645,0,0,0,0000ed21,0
2646,2646,0,0,2,0000fe8b,0
2647,2647,0,0,0,0000b7c8,0
2648,2648,0,0,0,00002f3e,0
2649,2649,0,0,0,0000f1eb,0
2650,2650,0,0,1,00009afe,0
2651,2651,0,0,3,0000fefe,0
2652,2652,0,0,0,00005e78,0
2653,2653,0,0,3,0000fefe,0
2654,2654,0,0,2,0000fec0,0
2655,2655,0,0,3,0000fefe,0
2656,2656,0,0,0,00008aaa,0
2657,2657,0,0,3,0000fefe,0
2658,2658,0,0,2,0000fed8,0
2659,2659,0,0,2,0000fe36,0
2660,2660,0,0,3,0000fefe,0
2661,2661,0,0,3,0000fefb,0
2662,2662,0,0,1,000086fe,0
2663,2663,0,0,2,0000fe3b,0
2664,2664,0,0,2,0000fedd,0
2665,2665,0,0,3,0000fefe,0
2666,2666,0,0,0,00006379,0
2667,2667,0,0,2,0000fe1b,0
2668,2668,0,0,3,0000fefe,0
2669,2669,0,0,3,0000fdfe,0
2670,2670,0,0,3,0000fe9c,0
2671,2671,0,0,1,00009afe,0
2672,2672,0,0,1,0000d9fe,0
2673,2673,0,0,2,0000fe78,0
2674,2674,0,0,2,0000fe97,0
2675,2675,0,0,3,0000fefe,0
2676,2676,0,0,2,0000fe89,0
2677,2677,0,0,1,00001ffc,0
2678,2678,0,0,1,0000a4fe,0
2679,2679,0,0,0,00005e3b,0
2680,2680,0,0,2,0000fed0,0
2681,2681,0,0,0,00003630,0
2682,2682,0,0,2,0000fe04,0
2683,2683,0,0,0,000027ee,0
2684,2684,0,0,3,0000fefe,0
2685,2685,0,0,3,0000fefe,0
2686,2686,0,0,0,00004716,0
2687,2687,0,0,0,00006e83,0
2688,2688,0,0,0,0000636b,0
2689,2689,0,0,0,00003f51,0
2690,2690,0,0,0,000023ac,0
2691,2691,0,0,2,0000fe90,0
2692,2692,0,0,3,0000fefe,0
2693,2693,0,0,1,0000e7fe,0
2694,2694,0,0,1,000004fe,0
2695,2695,0,0,3,0000fefe,0
2696,2696,0,0,1,0000ebfe,0
2697,2697,0,0,0,000084c1,0
2698,2698,0,0,1,0000b1fe,0
2699,2699,0,0,3,0000fefe,0
2700,2700,0,0,0,0000ebe4,0
2701,2701,0,0,0,0000ecde,0
2702,2702,0,0,3,0000fefe,0
2703,2703,0,0,0,000090df,0
2704,2704,0,0,2,0000fe6e,0
2705,2705,0,0,0,00000257,0
2706,2706,0,0,2,0000fe1c,0
2707,2707,0,0,1,00008ffe,0
2708,2708,0,0,1,000040fe,0
2709,2709,0,0,1,000047fe,0
2710,2710,0,0,1,000086fe,0
2711,2711,0,0,2,0000fe30,0
2712,2712,0,0,3,0000fefe,0
2713,2713,0,0,0,00007dcc,0
2714,2714,0,0,3,0000fefe,0
2715,2715,0,0,1,0000defe,0
2716,2716,0,0,1,00007cfe,0
2717,2717,0,0,2,00005c21,0
2718,2718,0,0,0,00007bc0,0
2719,2719,0,0,3,0000fefe,0
2720,2720,0,0,3,0000fefe,0
2721,2721,0,0,1,0000ecfe,0
2722,2722,0,0,2,0000fe86,0
2723,2723,0,0,0,00006fb4,0
2724,2724,0,0,2,0000fe66,0
2725,2725,0,0,1,00005afe,0
2726,2726,0,0,1,0000f7fe,0
2727,2727,0,0,1,0000d1fe,0
2728,2728,0,0,3,0000fefe,0
2729,2729,0,0,2,0000fe88,0
2730,2730,0,0,1,0000bcfe,0
2731,2731,0,0,0,0000b263,0
2732,2732,0,0,3,0000fefe,0
2733,2733,0,0,2,0000fe80,0
2734,2734,0,0,1,0000defe,0
2735,2735,0,0,3,0000fefe,0
2736,2736,0,0,2,0000fed4,0
2737,2737,0,0,0,0000af5b,0
2738,2738,0,0,0,0000217c,0
2739,2739,0,0,0,0000eace,0
2740,2740,0,0,2,0000fe62,0
2741,2741,0,0,3,0000fefe,0
2742,2742,0,0,2,0000fe0f,0
2743,2743,0,0,2,0000fee9,0
2744,2744,0,0,3,0000fefe,0
2745,2745,0,0,3,0000fefe,0
2746,2746,0,0,1,000092fe,0
2747,2747,0,0,1,0000c8fe,0
2748,2748,0,0,0,000088fe,0
2749,2749,0,0,3,0000fefe,0
2750,2750,0,0,2,0000fea8,0
2751,2751,0,0,1,00009cfe,0
2752,2752,0,0,1,000016fe,0
2753,2753,0,0,0,000026f0,0
2754,2754,0,0,0,00003416,0
2755,2755,0,0,1,000072fe,0
2756,2756,0,0,2,0000fe02,0
2757,2757,0,0,1,0000d1fe,0
2758,2758,0,0,0,0000876b,0
2759,2759,0,0,2,0000fe86,0
2760,2760,0,0,1,0000f3fe,0
2761,2761,0,0,0,00009a4b,0
2762,2762,0,0,2,0000fef8,0
2763,2763,0,0,3,0000fefe,0
2764,2764,0,0,1,0000b4fe,0
2765,2765,0,0,1,000017fe,0
2766,2766,0,0,2,0000fe5f,0
2767,2767,0,0,2,0000fe04,0
2768,2768,0,0,0,00002b0e,0
2769,2769,0,0,1,00000ffd,0
2770,2770,0,0,3,0000fefe,0
2771,2771,0,0,1,0000a6fe,0
2772,2772,0,0,2,0000fe66,0
2773,2773,0,0,3,0000fefe,0
2774,2774,0,0,3,0000fefe,0
2775,2775,0,0,2,0000fee2,0
2776,2776,0,0,3,0000fefe,0
2777,2777,0,0,1,000029fe,0
2778,2778,0,0,1,000000fe,0
2779,2779,0,0,2,0000fe25,0
2780,2780,0,0,1,000069dc,0
2781,2781,0,0,2,0000fee9,0
2782,2782,0,0,2,0000fe7d,0
2783,2783,0,0,3,0000fefe,0
2784,2784,0,0,3,0000fefd,0
2785,2785,0,0,1,000086fe,0
2786,2786,0,0,1,000096fe,0
2787,2787,0,0,0,0000bb70,0
2788,2788,0,0,3,0000fefe,0
2789,2789,0,0,2,0000fe28,0
2790,2790,0,0,1,000006fe,0
2791,2791,0,0,3,0000fefe,0
2792,2792,0,0,3,0000fefe,0
2793,2793,0,0,0,0000a22a,0
2794,2794,0,0,1,0000b0fe,0
2795,2795,0,0,1,000071fe,0
2796,2796,0,0,1,0000c2fe,0
2797,2797,0,0,3,00003cfe,0
2798,2798,0,0,0,00003f0c,0
2799,2799,0,0,1,000016fe,0
2800,2800,0,0,0,0000e1d4,0
2801,2801,0,0,2,0000fede,0
2802,2802,0,0,0,000099de,0
2803,2803,0,0,3,0000fefe,0
2804,2804,0,0,3,0000fefe,0
2805,2805,0,0,3,0000febc,0
2806,2806,0,0,1,000092fe,0
2807,2807,0,0,1,000080fe,0
2808,2808,0,0,1,0000bafe,0
2809,2809,0,0,2,0000fe9c,0
2810,2810,0,0,0,00000d0e,0
2811,2811,0,0,0,00002618,0
2812,2812,0,0,3,0000fefe,0
2813,2813,0,0,0,0000a629,0
2814,2814,0,0,1,0000b2fe,0
2815,2815,0,0,2,0000fe63,0
2816,2816,0,0,1,000087fe,0
2817,2817,0,0,2,0000fe57,0
2818,2818,0,0,3,0000fefe,0
2819,2819,0,0,3,0000fefe,0
2820,2820,0,0,2,0000fea1,0
2821,2821,0,0,0,00009c7a,0
2822,2822,0,0,0,00003b73,0
2823,2823,0,0,3,0000fefe,0
2824,2824,0,0,3,0000fefe,0
2825,2825,0,0,1,000006fd,0
2826,2826,0,0,0,000041f9,0
2827,2827,0,0,2,0000fe05,0
2828,2828,0,0,0,00007a73,0
2829,2829,0,0,3,0000fefe,0
2830,2830,0,0,2,0000feb0,0
2831,2831,0,0,2,0000fe57,0
2832,2832,0,0,3,0000fefe,0
2833,2833,0,0,1,00009dfe,0
2834,2834,0,0,3,0000fefe,0
2835,2835,0,0,2,0000fec7,0
2836,2836,0,0,3,0000fefe,0
2837,2837,0,0,2,0000fef3,0
2838,2838,0,0,1,0000cdfe,0
2839,2839,0,0,2,0000fec4,0
2840,2840,0,0,2,0000fe99,0
2841,2841,0,0,2,0000fedc,0
2842,2842,0,0,1,0000e6fe,0
2843,2843,0,0,2,0000fefc,0
2844,2844,0,0,1,00009efe,0
2845,2845,0,0,3,0000fefe,0
2846,2846,0,0,3,0000fefe,0
2847,2847,0,0,2,0000fe83,0
2848,2848,0,0,1,0000b7fe,0
2849,2849,0,0,3,0000fe7c,0
2850,2850,0,0,2,0000fef6,0
2851,2851,0,0,2,0000fe6d,0
2852,2852,0,0,0,0000e9b0,0
2853,2853,0,0,0,000024ec,0
2854,2854,0,0,3,0000fefe,0
2855,2855,0,0,3,0000fefe,0
2856,2856,0,0,1,000092fe,0
2857,2857,0,0,2,0000fec5,0
2858,2858,0,0,1,0000dbfe,0
2859,2859,0,0,2,0000fe36,0
2860,2860,0,0,1,0000d1fe,0
2861,2861,0,0,2,0000fec9,0
2862,2862,0,0,0,000022a8,0
2863,2863,0,0,0,0000b813,0
2864,2864,0,0,2,0000fe5d,0
2865,2865,0,0,2,0000fe5d,0
2866,2866,0,0,3,0000fefe,0
2867,2867,0,0,1,000089fe,0
2868,2868,0,0,1,0000effe,0
2869,2869,0,0,3,0000fefe,0
2870,2870,0,0,1,0000fcfe,0
2871,2871,0,0,1,0000f9fe,0
2872,2872,0,0,2,0000fe8d,0
2873,2873,0,0,3,0000fefe,0
2874,2874,0,0,2,0000fe11,0
2875,2875,0,0,1,000069fe,0
2876,2876,0,0,2,0000fe7c,0
2877,2877,0,0,1,000074fe,0
2878,2878,0,0,3,0000fefe,0
2879,2879,0,0,0,000088cd,0
2880,2880,0,0,0,00002099,0
2881,2881,0,0,3,0000fefe,0
2882,2882,0,0,3,0000fefe,0
2883,2883,0,0,1,000030fe,0
2884,2884,0,0,2,0000fe43,0
2885,2885,0,0,3,0000fefe,0
2886,2886,0,0,3,0000fefe,0
2887,2887,0,0,3,0000fefe,0
2888,2888,0,0,1,0000e2fe,0
2889,2889,0,0,1,0000d1fe,0
2890,2890,0,0,3,0000fefe,0
2891,2891,0,0,0,000085f4,0
2892,2892,0,0,2,0000fe23,0
2893,2893,0,0,0,0000d2f2,0
2894,2894,0,0,1,000013fe,0
2895,2895,0,0,0,0000dfd6,0
2896,2896,0,0,3,0000fefe,0
2897,2897,0,0,0,000032fc,0
2898,2898,0,0,0,00005d83,0
2899,2899,0,0,3,0000fefe,0
2900,2900,0,0,3,0000fefe,0
2901,2901,0,0,2,0000fe8e,0
2902,2902,0,0,0,0000a5ff,0
2903,2903,0,0,0,0000ddae,0
2904,2904,0,0,3,0000fefe,0
2905,2905,0,0,3,0000fefe,0
2906,2906,0,0,2,0000fe9f,0
2907,2907,0,0,1,000090fe,0
2908,2908,0,0,3,0000fefe,0
2909,2909,0,0,3,0000fefe,0
2910,2910,0,0,3,0000fefe,0
2911,2911,0,0,2,0000fe93,0
2912,2912,0,0,1,000099fb,0
2913,2913,0,0,0,0000a8b8,0
2914,2914,0,0,0,00005b3d,0
2915,2915,0,0,1,0000d2fe,0
2916,2916,0,0,2,0000fe01,0
2917,2917,0,0,0,0000ec98,0
2918,2918,0,0,3,0000fefe,0
2919,2919,0,0,2,0000fe91,0
2920,2920,0,0,2,0000fea0,0
2921,2921,0,0,1,000055fe,0
2922,2922,0,0,3,0000fefe,0
2923,2923,0,0,1,000062fe,0
2924,2924,0,0,1,00002dfe,0
2925,2925,0,0,1,000097fe,0
2926,2926,0,0,0,0000f5df,0
2927,2927,0,0,2,0000fe03,0
2928,2928,0,0,3,0000fefe,0
2929,2929,0,0,3,0000fefe,0
2930,2930,0,0,2,0000fe13,0
2931,2931,0,0,3,0000fefe,0
2932,2932,0,0,1,000003fe,0
2933,2933,0,0,0,00004222,0
2934,2934,0,0,0,000046fc,0
2935,2935,0,0,1,0000dcfe,0
2936,2936,0,0,1,0000327c,0
2937,2937,0,0,2,0000fe85,0
2938,2938,0,0,3,0000fefe,0
2939,2939,0,0,1,0000a1fe,0
2940,2940,0,0,3,0000fefe,0
2941,2941,0,0,1,00009dfe,0
2942,2942,0,0,2,0000fe9c,0
2943,2943,0,0,3,0000fefe,0
2944,2944,0,0,0,0000172a,0
2945,2945,0,0,3,0000fefe,0
2946,2946,0,0,3,0000fefe,0
2947,2947,0,0,3,0000fefe,0
2948,2948,0,0,2,0000fe1c,0
2949,2949,0,0,1,000006fe,0
2950,2950,0,0,3,0000fefe,0
2951,2951,0,0,1,000076fe,0
2952,2952,0,0,3,0000fefe,0
2953,2953,0,0,2,0000fee0,0
2954,2954,0,0,0,00005276,0
2955,2955,0,0,3,0000fefe,0
2956,2956,0,0,3,0000fefe,0
2957,2957,0,0,2,0000feb0,0
2958,2958,0,0,2,0000fe94,0
2959,2959,0,0,2,0000fed1,0
2960,2960,0,0,0,0000ed34,0
2961,2961,0,0,1,0000f2fe,0
2962,2962,0,0,1,000040fe,0
2963,2963,0,0,2,0000fea1,0
2964,2964,0,0,2,0000fe86,0
2965,2965,0,0,1,0000effe,0
2966,2966,0,0,1,00006dfe,0
2967,2967,0,0,2,0000fea2,0
2968,2968,0,0,1,00007bfe,0
2969,2969,0,0,2,0000fe53,0
2970,2970,0,0,1,0000f0fe,0
2971,2971,0,0,2,0000fe99,0
2972,2972,0,0,2,0000fe80,0
2973,2973,0,0,0,00006eee,0
2974,2974,0,0,2,0000fec7,0
2975,2975,0,0,1,0000c71c,0
2976,2976,0,0,3,0000fefe,0
2977,2977,0,0,1,000090fe,0
2978,2978,0,0,3,0000fefe,0
2979,2979,0,0,2,0000fe41,0
2980,2980,0,0,0,0000cd40,0
2981,2981,0,0,2,0000fe9c,0
2982,2982,0,0,3,0000fefe,0
2983,2983,0,0,1,000009fe,0
2984,2984,0,0,0,0000827a,0
2985,2985,0,0,2,0000fe5e,0
2986,2986,0,0,0,0000239a,0
2987,2987,0,0,1,0000a6fe,0
2988,2988,0,0,2,0000fe58,0
2989,2989,0,0,2,0000fe86,0
2990,2990,0,0,3,00001cfe,0
2991,2991,0,0,0,00004d44,0
2992,2992,0,0,1,00006dfe,0
2993,2993,0,0,0,0000ded8,0
2994,2994,0,0,1,000072fe,0
2995,2995,0,0,3,0000fefe,0
2996,2996,0,0,3,0000fefe,0
2997,2997,0,0,1,0000cefe,0
2998,2998,0,0,1,000020fe,0
2999,2999,0,0,3,0000fefe,0
3000,3000,0,0,3,0000fefe,0
3001,3001,0,0,2,0000fe39,0
3002,3002,0,0,3,0000fefe,0
3003,3003,0,0,3,0000fefe,0
3004,3004,0,0,3,0000fefe,0
3005,3005,0,0,0,000050c3,0
3006,3006,0,0,2,0000fb6a,0
3007,3007,0,0,3,0000fefe,0
3008,3008,0,0,3,0000fefe,0
3009,3009,0,0,3,0000fdfe,0
3010,3010,0,0,0,0000aa98,0
3011,3011,0,0,3,0000fefe,0
3012,3012,0,0,3,0000fefe,0
3013,3013,0,0,2,0000fe56,0
3014,3014,0,0,3,0000fefe,0
3015,3015,0,0,0,000065c3,0
3016,3016,0,0,2,0000fe61,0
3017,3017,0,0,3,0000fefe,0
3018,3018,0,0,3,0000fefe,0
3019,3019,0,0,3,0000fefe,0
3020,3020,0,0,3,0000fefe,0
3021,3021,0,0,1,0000a2fe,0
3022,3022,0,0,0,000085e0,0
3023,3023,0,0,0,00003bc7,0
3024,3024,0,0,0,00005d12,0
3025,3025,0,0,0,00006139,0
3026,3026,0,0,2,0000fe5c,0
3027,3027,0,0,3,0000fefe,0
3028,3028,0,0,3,0000fefe,0
3029,3029,0,0,0,000023e2,0
3030,3030,0,0,0,00006019,0
3031,3031,0,0,3,0000fefe,0
3032,3032,0,0,2,0000fe87,0
3033,3033,0,0,0,0000107a,0
3034,3034,0,0,2,0000fe00,0
3035,3035,0,0,1,0000a1fe,0
3036,3036,0,0,2,0000fe94,0
3037,3037,0,0,3,0000fefe,0
3038,3038,0,0,3,0000fefe,0
3039,3039,0,0,2,0000fe61,0
3040,3040,0,0,1,000011fe,0
3041,3041,0,0,3,0000fefe,0
3042,3042,0,0,3,0000fefe,0
3043,3043,0,0,3,0000fefe,0
3044,3044,0,0,3,0000fefe,0
3045,3045,0,0,3,0000fefe,0
3046,3046,0,0,1,00000afe,0
3047,3047,0,0,0,0000c774,0
3048,3048,0,0,1,000060fe,0
3049,3049,0,0,1,0000d2fe,0
3050,3050,0,0,2,0000fe1d,0
3051,3051,0,0,2,0000fe9b,0
3052,3052,0,0,2,0000fe54,0
3053,3053,0,0,2,0000fe19,0
3054,3054,0,0,2,0000fe70,0
3055,3055,0,0,3,0000fefe,0
3056,3056,0,0,0,00008b7c,0
3057,3057,0,0,0,00002030,0
3058,3058,0,0,1,000021fe,0
3059,3059,0,0,2,0000fe9d,0
3060,3060,0,0,3,0000fefe,0
3061,3061,0,0,1,000078fe,0
3062,3062,0,0,3,0000fefe,0
3063,3063,0,0,2,0000fe5e,0
3064,3064,0,0,1,000096fe,0
3065,3065,0,0,1,000053fd,0
3066,3066,0,0,1,000062fe,0
3067,3067,0,0,2,0000fe14,0
3068,3068,0,0,2,0000fe1e,0
3069,3069,0,0,3,0000fefe,0
3070,3070,0,0,0,00007838,0
3071,3071,0,0,2,0000fe5d,0
3072,3072,0,0,0,00007aef,0
3073,3073,0,0,0,00000133,0
3074,3074,0,0,3,0000fefe,0
3075,3075,0,0,1,00000cfe,0
3076,3076,0,0,3,0000fefe,0
3077,3077,0,0,2,0000fe93,0
3078,3078,0,0,1,00008dfe,0
3079,3079,0,0,0,00003950,0
3080,3080,0,0,0,0000dc6a,0
3081,3081,0,0,1,0000e3fe,0
3082,3082,0,0,1,0000b3fe,0
3083,3083,0,0,1,0000c1fe,0
3084,3084,0,0,0,0000fc5e,0
3085,3085,0,0,0,000039aa,0
3086,3086,0,0,0,00000d4a,0
3087,3087,0,0,1,0000ddfe,0
3088,3088,0,0,1,00008bfe,0
3089,3089,0,0,3,0000fefe,0
3090,3090,0,0,0,0000e490,0
3091,3091,0,0,3,0000fefe,0
3092,3092,0,0,1,0000e6fe,0
3093,3093,0,0,0,00007000,0
3094,3094,0,0,0,0000592c,0
3095,3095,0,0,0,00008278,0
3096,3096,0,0,2,0000fe19,0
3097,3097,0,0,0,0000520d,0
3098,3098,0,0,0,00003022,0
3099,3099,0,0,1,00003bfe,0
3100,3100,0,0,2,0000fed8,0
3101,3101,0,0,3,0000fefe,0
3102,3102,0,0,1,0000d6fe,0
3103,3103,0,0,3,0000bcfd,0
3104,3104,0,0,1,00007afe,0
3105,3105,0,0,3,0000fefe,0
3106,3106,0,0,3,0000fefe,0
3107,3107,0,0,3,0000fefe,0
3108,3108,0,0,0,00008c41,0
3109,3109,0,0,3,0000fefe,0
3110,3110,0,0,1,000035fe,0
3111,3111,0,0,2,0000dcd1,0
3112,3112,0,0,1,000003fe,0
3113,3113,0,0,2,0000fe45,0
3114,3114,0,0,0,00006593,0
3115,3115,0,0,2,0000fe9d,0
3116,3116,0,0,3,0000fefe,0
3117,3117,0,0,0,000062f1,0
3118,3118,0,0,1,000067fe,0
3119,3119,0,0,1,000076fe,0
3120,3120,0,0,1,000000fe,0
3121,3121,0,0,0,00008e07,0
3122,3122,0,0,2,0000fed0,0
3123,3123,0,0,2,0000fea1,0
